fid,area,area_unit,roll_number,lot_blk_plan,assessment_value,legal,lot,block,plan,house_number,house_half,street_name,street_address,lot_blk_plan_code,short_roll_number,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
602857,687.396506,Metres,22176731000,Lot:30 Block:51 Plan:012 6080,"$373,270.00","",30,51,012 6080,5228,"",22 Street,5228 22 Street,30-51-012 6080,176731,City of Lloydminster,5228,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.256927,-110.014718
602858,687.02947950,Metres,22176732000,Lot:31 Block:51 Plan:012 6080,"$429,200.00","",31,51,012 6080,5230,"",22 Street,5230 22 Street,31-51-012 6080,176732,City of Lloydminster,5230,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.256927,-110.014964
602859,687.084015,Metres,22176733000,Lot:32 Block:51 Plan:012 6080,"$399,430.00","",32,51,012 6080,5232,"",22 Street,5232 22 Street,32-51-012 6080,176733,City of Lloydminster,5232,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2568238,-110.0152273
602860,644.171956,Metres,22176734000,Lot:33 Block:51 Plan:012 6080,"$404,790.00","",33,51,012 6080,5234,"",22 Street,5234 22 Street,33-51-012 6080,176734,City of Lloydminster,5234,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2568154,-110.0154578
602861,644.17176250,Metres,22176735000,Lot:34 Block:51 Plan:012 6080,"$376,030.00","",34,51,012 6080,5236,"",22 Street,5236 22 Street,34-51-012 6080,176735,City of Lloydminster,5236,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2568188,-110.0157025
602862,734.368066,Metres,22176736000,Lot:35 Block:51 Plan:012 6080,"$434,930.00","",35,51,012 6080,5238,"",22 Street,5238 22 Street,35-51-012 6080,176736,City of Lloydminster,5238,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2568203,-110.0159326
602863,766.68554363,Metres,22176741000,Lot:38 Block:51 Plan:012 6080,"$423,420.00","",38,51,012 6080,5304,"",22 Street Close,5304 22 Street Close,38-51-012 6080,176741,City of Lloydminster,5304,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2566527,-110.016514
602864,1177.14368360,Metres,22176742000,Lot:39 Block:51 Plan:012 6080,"$524,830.00","",39,51,012 6080,5306,"",22 Street Close,5306 22 Street Close,39-51-012 6080,176742,City of Lloydminster,5306,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.256647,-110.0166664
602865,981.13621614,Metres,22176743000,Lot:40 Block:51 Plan:012 6080,"$599,870.00","",40,51,012 6080,5308,"",22 Street Close,5308 22 Street Close,40-51-012 6080,176743,City of Lloydminster,5308,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2566414,-110.0168188
602866,980.93142115,Metres,22176744000,Lot:41 Block:51 Plan:012 6080,"$553,040.00","",41,51,012 6080,5307,"",22 Street Close,5307 22 Street Close,41-51-012 6080,176744,City of Lloydminster,5307,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2566189,-110.0168164
602867,1141.94538294,Metres,22176745000,Lot:42 Block:51 Plan:012 6080,"$646,490.00","",42,51,012 6080,5305,"",22 Street Close,5305 22 Street Close,42-51-012 6080,176745,City of Lloydminster,5305,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.25662459999999,-110.0166641
602868,664.46381432,Metres,22176746000,Lot:43 Block:51 Plan:012 6080,"$496,560.00","",43,51,012 6080,5303,"",22 Street Close,5303 22 Street Close,43-51-012 6080,176746,City of Lloydminster,5303,22 Street Close,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2566303,-110.0165117
602869,650.33821949,Metres,22176747000,Lot:44 Block:51 Plan:012 6080,"$491,770.00","",44,51,012 6080,5301,"",22 Street Close,5301 22 Street Close,44-51-012 6080,176747,City of Lloydminster,5301,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.25663590000001,-110.0163593
602870,672.136409,Metres,22176751000,Lot:2 Block:53 Plan:012 6080,"$463,100.00","",2,53,012 6080,5237,"",22 Street,5237 22 Street,2-53-012 6080,176751,City of Lloydminster,5237,22 Street,Lloydminster,Alberta,Division No. 10,Canada,T9V 3G4,53.2565361,-110.0157175
