roll,legal,address,land_area,land_area_unit,subdivision,zoning,linc_number,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
1646000,0220979 C 1 NE-7-54-24-4,24509 TWP RD 542,3.71,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0029224813,3.00,Acres,2014,"451,680",24509,Township Road 542,,Alberta,Division No. 11,Canada,,53.6580164,-113.5403785
1646001,1484NY A,,76.28,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"18,960",,,,,,,,,
1647000,1484NY B,,79.99,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"12,050",,,,,,,,,
1653000,NW-8-54-24-4,24427 TWP RD 542,157.26,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0028944981,157.26,Acres,2014,"2,915,010",24427,Township Road 542,Edmonton,Alberta,Division No. 11,Canada,,53.6568285,-113.5134567
1653001,0123469 1 NW-8-54-24-4,24431 TWP RD 542,4.05,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0028944999,4.05,Acres,2014,"666,710",24431,Township Road 542,,Alberta,Division No. 11,Canada,,53.6579675,-113.5164315
1653002,NE-7-54-24-4,,2.69,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,2.69,Acres,2014,"26,720",,,,,,,,,
1654004,NW-10-54-24-4,,1.44,Acres,Sturgeon County,EDMONTON GARRISON,,1.44,Acres,2014,"176,800",,,,,,,,,
1656000,NE-17-54-24-4,,10.00,Acres,Sturgeon County,EDMONTON GARRISON,,10.00,Acres,2014,"9,085,950",,,,,,,,,
1674000,SW-17-54-24-4,54213 RGE RD 245,72.80,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0010695287,3.00,Acres,2014,"893,080",54213,Range Road 245,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.77911599999999,-113.5458967
1675000,5152RS A SW-17-54-24-4,"1, 2, 3, 4 24424 TWP RD 542",5.74,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0026955394,3.00,Acres,2014,"700,230",2,Township Road,McDonald,Pennsylvania,Allegheny County,United States,15057,40.3471117,-80.1696434
1676000,5152RS B SW-17-54-24-4,54201 RGE RD 245,20.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0011055184,3.00,Acres,2014,"822,490",54201,Range Road 245,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.77911599999999,-113.5458967
1677000,5152RS C SW-17-54-24-4,54207 RGE RD 245,20.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0013295341,20.00,Acres,2014,"396,340",54207,Range Road 245,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.77911599999999,-113.5458967
1678000,5152RS D SW-17-54-24-4,54211 RGE RD 245,20.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0032314403,20.00,Acres,2014,"396,340",54211,Range Road 245,Legal,Alberta,Division No. 11,Canada,T0G 1L0,53.77911599999999,-113.5458967
1679000,5152RS 1-R,,15.40,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,15.40,Acres,2014,"371,100",,,,,,,,,
1679002,4981 HW,,6.06,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,6.06,Acres,2014,"315,520",,,,,,,,,
1680000,NW-17-54-24-4,54223 RGE RD 245,160.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0012768586,3.00,Acres,2014,"464,910",54223,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6670598,-113.5165097
1681000,4377MC A,"1, 2, 3 24508 TWP RD 542",20.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0017935140,7.00,Acres,2014,"977,730",2,Township Road,McDonald,Pennsylvania,Allegheny County,United States,15057,40.3471117,-80.1696434
1682000,SE-18-54-24-4,,75.48,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"10,450",,,,,,,,,
1682001,4981HW,,9.04,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,9.04,Acres,2014,"335,140",,,,,,,,,
1683001,8722562 1 1PUL,,0.20,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,0.20,Acres,2014,"32,170",,,,,,,,,
1683002,8722562 1 2 SE-18-54-24-4,2 54210 RGE RD 245,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599365,3.00,Acres,2014,"939,380",2,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615932,-113.5167271
1683003,8722562 1 3 SE-18-54-24-4,4 54210 RGE RD 245,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599324,3.00,Acres,2014,"705,780",4,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615927,-113.517164
1683004,8722562 1 4 SE-18-54-24-4,6 54210 RGE RD 245,3.02,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599316,3.02,Acres,2014,"825,030",6,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615923,-113.5176008
1683005,8722562 1 5 SE-18-54-24-4,8 54210 RGE RD 245,3.04,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0010694214,3.04,Acres,2014,"555,370",8,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615919,-113.5180376
1683006,8722562 1 6 SE-18-54-24-4,10 54210 RGE RD 245,3.01,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0010694230,3.01,Acres,2014,"728,570",10,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615914,-113.5184745
1683007,8722562 1 7 SE-18-54-24-4,12 54210 RGE RD 245,3.03,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599308,3.03,Acres,2014,"663,180",12,Range Road 245,,Alberta,,Canada,T8T 0A6,53.661811,-113.5207298
1683008,8722562 1 8 SE-18-54-24-4,14 54210 RGE RD 245,3.02,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599358,3.02,Acres,2014,"680,530",14,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6615906,-113.5193481
1683009,8722562 1 9 SE-18-54-24-4,16 54210 RGE RD 245,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599340,3.00,Acres,2014,"831,430",16,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.66159010000001,-113.519785
1683010,8722562 1 10 SE-18-54-24-4,18 54210 RGE RD 245,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0019599332,3.00,Acres,2014,"722,750",18,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.66158970000001,-113.5202218
1683011,8722562 1 11PUL,,0.20,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,0.20,Acres,2014,"32,170",,,,,,,,,
1684000,4474RS 2 1 E -18-54-24-4,1 54214 RGE RD 245,3.13,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0032414823,3.13,Acres,2014,"1,506,870",1,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.66433960000001,-113.5166634
1685000,4474RS 2 2 E -18-54-24-4,3 54216 RGE RD 245,3.14,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0012251849,3.14,Acres,2014,"599,930",3,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.66433860000001,-113.5170267
1686000,4474RS 2 3 E -18-54-24-4,5 54216 RGE RD 245,3.16,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713646,3.16,Acres,2014,"653,380",5,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.66433749999999,-113.51739
1687000,4474RS 2 4 E -18-54-24-4,7 54216 RGE RD 245,3.07,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713901,3.07,Acres,2014,"658,480",7,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6643364,-113.5177533
1688000,4474RS 2 5 E -18-54-24-4,9 54216 RGE RD 245,3.09,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713810,3.09,Acres,2014,"614,920",9,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6643354,-113.5181167
1689000,4474RS 2 6 E -18-54-24-4,11 54216 RGE RD 245,3.07,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713612,3.07,Acres,2014,"288,060",11,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6643343,-113.51848
1690000,4474RS 2 7 E -18-54-24-4,13 54216 RGE RD 245,3.16,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713604,3.16,Acres,2014,"551,840",13,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6643333,-113.5188433
1691000,4474RS 2 8 E -18-54-24-4,15 54216 RGE RD 245,3.14,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0016713596,3.14,Acres,2014,"616,470",15,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6643322,-113.5192066
1692000,4474RS 2 9 E -18-54-24-4,17 54216 RGE RD 245,3.13,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0028264877,3.13,Acres,2014,"677,910",17,Range Road 245,,Alberta,,Canada,T8T 0A6,53.6644308,-113.5174968
1693000,9522208 1,54224 RGE RD 245,14.95,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0026395328,14.95,Acres,2014,"1,096,650",54224,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6670627,-113.5165097
1693001,0120942 2B NE-18-54-24-4,54222A RGE RD 245,7.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0028774719,7.47,Acres,2014,"1,090,440",54222A,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6672716,-113.5177188
1693002,0120942 2A NE-18-54-24-4,54222B RGE RD 245,7.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0028774701,7.47,Acres,2014,"1,021,250",54222,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.667057,-113.516584
1694000,0625302 1 1 NE-18-54-24-4,54232 RGE RD 245,15.17,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0031890247,3.00,Acres,2014,"420,990",54232,Range Road 245,,Alberta,Division No. 11,Canada,T8T 0A6,53.6670862,-113.5165096
1695000,4474RS R E -18-54-24-4,,13.52,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,13.52,Acres,2014,"626,790",,,,,,,,,
1696000,9922943 1 SW-18-54-24-4,54211B RGE RD 250,6.27,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0027932284,3.00,Acres,2014,"498,690",,Range Road 250,,,,Canada,,53.6661779,-113.5411573
1696002,6534ET,,1.26,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,1.26,Acres,2014,"161,200",,,,,,,,,
1696004,4981HW,,7.43,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,7.43,Acres,2014,"324,540",,,,,,,,,
1696005,9922943 2,,69.66,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"18,730",,,,,,,,,
1696006,9922943 3 SW-18-54-24-4,24524 TWP RD 542,72.25,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0027932300,3.00,Acres,2014,"1,154,960",24524,Township Road 542,,Alberta,Division No. 11,Canada,,53.658021,-113.5356615
1696007,9922943 4 SW-18-54-24-4,54231 RGE RD 250,2.47,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,0027932318,0.00,Acres,2014,590,54231,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0P9,53.7275708,-113.5705711
1697000,NW-18-54-24-4,,90.21,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"23,250",,,,,,,,,
1698000,5033RS R-1,,7.01,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,0.00,Acres,2014,"1,910",,,,,,,,,
1699000,5033RS 1 NW-18-54-24-4,1 54231 RGE RD 250,3.37,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0011301819,3.37,Acres,2014,"310,010",1,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6723866,-113.5408556
1700000,5033RS 2 NW-18-54-24-4,3 54231 RGE RD 250,3.61,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017161952,3.61,Acres,2014,"679,950",3,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.67240169999999,-113.5390477
1701000,5033RS 3 NW-18-54-24-4,5 54231 RGE RD 250,3.08,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017161969,3.08,Acres,2014,"576,220",5,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6724057,-113.5372399
1702000,5033RS 4 NW-18-54-24-4,7 54231 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0014447320,3.00,Acres,2014,"599,090",7,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6723653,-113.5354502
1703000,5033RS 5 NW-18-54-24-4,9 HARROLD CRESCENT,1.55,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,1.55,Acres,2014,"503,240",9,Harrold Place,Saint Albert,Alberta,Division No. 11,Canada,T8N 5P9,53.611897,-113.638255
1704000,5033RS 6 NW-18-54-24-4,11 54231 RGE RD 250,3.08,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0028935915,3.08,Acres,2014,"676,900",11,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6711001,-113.5332439
1705000,5033RS 7 NW-18-54-24-4,13 54231 RGE RD 250,3.10,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0014951362,3.10,Acres,2014,"608,800",13,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6710949,-113.5319856
1706000,5033RS 8 NW-18-54-24-4,15 54231 RGE RD 250,3.97,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017161985,3.97,Acres,2014,"583,780",15,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6707231,-113.5309414
1707000,5033RS 9 NW-18-54-24-4,17 54231 RGE RD 250,3.82,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017161993,3.82,Acres,2014,"623,020",17,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6699876,-113.5308347
1708000,5033RS 10 NW-18-54-24-4,19 54231 RGE RD 250,3.05,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0014717177,3.05,Acres,2014,"546,090",19,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0C2,53.6692723,-113.531182
1709000,5033RS 11 NW-18-54-24-4,21 54231 RGE RD 250,3.61,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0011173606,3.61,Acres,2014,"563,760",21,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6675409,-113.5495454
1710000,5033RS 12 NW-18-54-24-4,23 54231 RGE RD 250,3.75,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017162009,3.75,Acres,2014,"720,450",23,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6675451,-113.5483263
1711000,5033RS 13 NW-18-54-24-4,25 54231 RGE RD 250,3.72,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017162017,3.00,Acres,2014,"547,230",25,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6675494,-113.5471071
1712000,5033RS 14 NW-18-54-24-4,27 54231 RGE RD 250,3.11,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0017162025,0.00,Acres,2014,850,27,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6675536,-113.545888
1713000,5033RS 15 NW-18-54-24-4,29 54231 RGE RD 250,3.00,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,0010793685,3.00,Acres,2014,"544,500",29,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0B4,53.6675578,-113.5446689
1714000,NE-18-54-24-4,,80.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"9,980",,,,,,,,,
1715000,SE-19-54-24-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"30,020",,,,,,,,,
1716000,SW-19-54-24-4,54307 RGE RD 250,79.79,Acres,Sturgeon County,AGRICULTURE,0026746959,3.00,Acres,2014,"412,720",54307,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0P9,53.7275708,-113.5705711
1717000,SW-19-54-24-4,54309 RGE RD 250,55.03,Acres,Sturgeon County,AGRICULTURE,0018060467,3.00,Acres,2014,"300,860",54309,Range Road 250,,Alberta,Division No. 11,Canada,T8T 0P9,53.7275708,-113.5705711
1718000,0422912 3 1 W -19-54-24-4,24521 STURGEON RD,3.01,Acres,Sturgeon County,AGRICULTURE,0030497374,3.01,Acres,2014,"854,210",24521,Sturgeon Road,,Alberta,Division No. 11,Canada,,53.6854612,-113.52615
1719000,9723959 1 1 NW-19-54-24-4,43 EDINBURGH ROAD,1.03,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.03,Acres,2014,"949,440",43,Edinburgh Road,,Alberta,Division No. 11,Canada,,53.6835146,-113.5336753
1719001,9723959 1 2 NW-19-54-24-4,41 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"755,880",41,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6835321,-113.5343936
1719002,9723959 1 3 NW-19-54-24-4,39 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"761,870",39,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6832969,-113.5348444
1719003,9723959 1 4 NW-19-54-24-4,37 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"708,450",37,Edinburgh Road,,Alberta,Division No. 11,Canada,,53.6829742,-113.5349257
1719004,9723959 1 5 NW-19-54-24-4,35 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"847,310",35,Edinburgh Road,,Alberta,Division No. 11,Canada,,53.6827769,-113.5352302
1719005,9723959 1 6 NW-19-54-24-4,33 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"810,180",33,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6826675,-113.5358251
1719006,9723959 1 7 NW-19-54-24-4,31 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"834,620",31,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6825722,-113.5361987
1719007,9723959 1 8 NW-19-54-24-4,29 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"852,960",29,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6823549,-113.5363832
1719008,9723959 1 9 NW-19-54-24-4,27 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"827,210",27,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.68222609999999,-113.5368349
1719009,9723959 1 10 NW-19-54-24-4,25 EDINBURGH ROAD,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"710,950",25,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6819722,-113.5370926
1719010,9723959 1 11 NW-19-54-24-4,23 EDINBURGH ROAD,0.70,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.70,Acres,2014,"742,350",23,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.68176949999999,-113.5375218
1719011,9723959 2 1 NW-19-54-24-4,2 ARMADALE CLOSE,0.65,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.65,Acres,2014,"939,590",2,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719012,9723959 2 2 NW-19-54-24-4,4 ARMADALE CLOSE,0.50,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.50,Acres,2014,"783,590",4,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719013,9723959 2 3 NW-19-54-24-4,6 ARMADALE CLOSE,0.62,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.62,Acres,2014,"750,510",6,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719014,9723959 2 4 NW-19-54-24-4,8 ARMADALE CLOSE,1.02,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.02,Acres,2014,"945,010",8,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719015,9723959 2 5 NW-19-54-24-4,10 ARMADALE CLOSE,0.59,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.59,Acres,2014,"1,051,980",10,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6807963,-113.5395997
1719016,9723959 2 6 NW-19-54-24-4,12 ARMADALE CLOSE,0.70,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.70,Acres,2014,"712,540",12,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719017,9723959 2 7 NW-19-54-24-4,14 ARMADALE CLOSE,0.77,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.77,Acres,2014,"885,940",14,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719018,9723959 2 8 NW-19-54-24-4,16 ARMADALE CLOSE,0.66,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.66,Acres,2014,"1,009,610",16,Armadale Avenue,,Alberta,Division No. 11,Canada,T8T 0C3,53.6804415,-113.5393816
1719019,9723959 2 9 NW-19-54-24-4,18 BATHGATE CLOSE,1.36,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.36,Acres,2014,"1,334,270",18,Bathgate Close,,Alberta,Division No. 11,Canada,T8T 0C3,53.6819754,-113.5384558
1719020,9723959 2 10 NW-19-54-24-4,20 BATHGATE CLOSE,1.44,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.44,Acres,2014,"1,065,930",20,Bathgate Close,,Alberta,Division No. 11,Canada,T8T 0C3,53.681679,-113.53793
1719021,9723959 2 11 NW-19-54-24-4,22 EDINBURGH ROAD,0.77,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.77,Acres,2014,"1,920,180",22,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.681968,-113.5378857
1719022,9723959 2 12 NW-19-54-24-4,24 EDINBURGH ROAD,0.93,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.93,Acres,2014,"1,161,380",24,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6819302,-113.5374346
1719023,9723959 2 13 NW-19-54-24-4,26 EDINBURGH ROAD,0.82,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.82,Acres,2014,"1,066,120",26,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6821542,-113.5371087
1719024,9920528 2 38 NW-19-54-24-4,28 EDINBURGH ROAD,2.25,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,2.25,Acres,2014,"2,583,750",28,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.6824139,-113.5366138
1719025,9920528 2 39 NW-19-54-24-4,30 EDINBURGH ROAD,0.68,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.68,Acres,2014,"1,004,230",30,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.682682,-113.5360522
1719026,9723959 2 16 NW-19-54-24-4,32 EDINBURGH ROAD,0.73,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.73,Acres,2014,"1,000,320",32,Edinburgh Road,,Alberta,Division No. 11,Canada,T8T 0C3,53.682931,-113.5358416
1719027,9723959 2 17 NW-19-54-24-4,34 CAIRNS CLOSE,0.99,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,0.99,Acres,2014,"1,043,110",34,Cairns Close,,Alberta,Division No. 11,Canada,T8T 0C3,53.6835616,-113.536202
1719028,9723959 2 18 NW-19-54-24-4,36 CAIRNS CLOSE,1.07,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.07,Acres,2014,"929,300",36,Cairns Close,,Alberta,,Canada,T8T 0C3,53.683663,-113.5364051
1719029,9723959 2 19 NW-19-54-24-4,38 CAIRNS CLOSE,1.06,Acres,Sturgeon County,COUNTRY RESIDENTIAL-TWO,,1.06,Acres,2014,"1,151,880",38,Cairns Close,,Alberta,Division No. 11,Canada,T8T 0C3,53.6835549,-113.536192
